loja,product_id,produto,variacao_shopee,sku_pai,sku_variacao
luizmiguelsebastiani,23799357186,Taca da copa do mundo 2026,20 CM,DEC-TACACOPA,DEC-TACACOPA-PLA-STD-G
luizmiguelsebastiani,23894125620,Kit 4 Miniaturas de Natal,-,DEC-KITNATAL4,DEC-KITNATAL4-PLA-STD-U
luizmiguelsebastiani,23894125627,Mini Maozinha Dedoche,Branco,BRQ-DEDOCHE,BRQ-DEDOCHE-PLA-BRC-U
luizmiguelsebastiani,23894125627,Mini Maozinha Dedoche,Preto,BRQ-DEDOCHE,BRQ-DEDOCHE-PLA-PRT-U
luizmiguelsebastiani,23894125627,Mini Maozinha Dedoche,Bege,BRQ-DEDOCHE,BRQ-DEDOCHE-PLA-BEG-U
luizmiguelsebastiani,23894125627,Mini Maozinha Dedoche,Verde,BRQ-DEDOCHE,BRQ-DEDOCHE-PLA-VRD-U
luizmiguelsebastiani,23894125627,Mini Maozinha Dedoche,Azul,BRQ-DEDOCHE,BRQ-DEDOCHE-PLA-AZL-U
luizmiguelsebastiani,23894125627,Mini Maozinha Dedoche,Marrom,BRQ-DEDOCHE,BRQ-DEDOCHE-PLA-MRR-U
luizmiguelsebastiani,23994872411,Suporte de Controle PS5 DualSense Mascara Demon Oni,-,SUP-PS5ONI,SUP-PS5ONI-PLA-STD-U
luizmiguelsebastiani,58206077023,Enfeite Natal pet personalizado,"Gatinho,Rosa bebe",DEC-NATALPET,DEC-NATALPET-PLA-RSA-GAT
luizmiguelsebastiani,58206077023,Enfeite Natal pet personalizado,"Gatinho,Azul Claro",DEC-NATALPET,DEC-NATALPET-PLA-AZC-GAT
luizmiguelsebastiani,58206077023,Enfeite Natal pet personalizado,"Gatinho,Preto",DEC-NATALPET,DEC-NATALPET-PLA-PRT-GAT
luizmiguelsebastiani,58206077023,Enfeite Natal pet personalizado,"Cachorrinho,Azul Claro",DEC-NATALPET,DEC-NATALPET-PLA-AZC-CAO
luizmiguelsebastiani,58206077023,Enfeite Natal pet personalizado,"Cachorrinho,Verde",DEC-NATALPET,DEC-NATALPET-PLA-VRD-CAO
luizmiguelsebastiani,58206077023,Enfeite Natal pet personalizado,"Cachorrinho,Preto",DEC-NATALPET,DEC-NATALPET-PLA-PRT-CAO
luizmiguelsebastiani,58206077023,Enfeite Natal pet personalizado,"Cachorrinho,Vermelho",DEC-NATALPET,DEC-NATALPET-PLA-VRM-CAO
luizmiguelsebastiani,58206077023,Enfeite Natal pet personalizado,"Gatinho,Vermelho",DEC-NATALPET,DEC-NATALPET-PLA-VRM-GAT
luizmiguelsebastiani,58206077023,Enfeite Natal pet personalizado,"Cachorrinho,Rosa bebe",DEC-NATALPET,DEC-NATALPET-PLA-RSA-CAO
luizmiguelsebastiani,58206077023,Enfeite Natal pet personalizado,"Gatinho,Verde",DEC-NATALPET,DEC-NATALPET-PLA-VRD-GAT
luizmiguelsebastiani,58206077073,Lanterna dos Mortos-Vivos halloween,-,DEC-LANTERNA,DEC-LANTERNA-PLA-STD-U
luizmiguelsebastiani,58206077090,Decoracao Halloween Ceifador,Com Vela,DEC-CEIFADOR,DEC-CEIFADOR-PLA-CVE-U
luizmiguelsebastiani,58206077090,Decoracao Halloween Ceifador,Sem vela,DEC-CEIFADOR,DEC-CEIFADOR-PLA-SVE-U
luizmiguelsebastiani,58206077080,Vela fantasma flutuante halloween,Alta (9CM),DEC-FANTASMA,DEC-FANTASMA-PLA-STD-G
luizmiguelsebastiani,58206077080,Vela fantasma flutuante halloween,Baixa (7CM),DEC-FANTASMA,DEC-FANTASMA-PLA-STD-P
luizmiguelsebastiani,58206077120,Kit 3 Cortadores Mandala,-,COR-MANDALA,COR-MANDALA-PLA-STD-U
luizmiguelsebastiani,58206314856,Kit Clipes Fecha Embalagem Gatinho,4 Unid,ORG-CLIPEGATO,ORG-CLIPEGATO-PLA-STD-04
luizmiguelsebastiani,58206314856,Kit Clipes Fecha Embalagem Gatinho,8 Unid,ORG-CLIPEGATO,ORG-CLIPEGATO-PLA-STD-08
luizmiguelsebastiani,58206314856,Kit Clipes Fecha Embalagem Gatinho,12 Unid,ORG-CLIPEGATO,ORG-CLIPEGATO-PLA-STD-12
luizmiguelsebastiani,58206314856,Kit Clipes Fecha Embalagem Gatinho,16 Unid,ORG-CLIPEGATO,ORG-CLIPEGATO-PLA-STD-16
luizmiguelsebastiani,58206077111,Marcadores cortador pascoa coelhos,7,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V7-U
luizmiguelsebastiani,58206077111,Marcadores cortador pascoa coelhos,4,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V4-U
luizmiguelsebastiani,58206077111,Marcadores cortador pascoa coelhos,5,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V5-U
luizmiguelsebastiani,58206077111,Marcadores cortador pascoa coelhos,6,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V6-U
luizmiguelsebastiani,58206077111,Marcadores cortador pascoa coelhos,8,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V8-U
luizmiguelsebastiani,58206077111,Marcadores cortador pascoa coelhos,1,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V1-U
luizmiguelsebastiani,58206077111,Marcadores cortador pascoa coelhos,2,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V2-U
luizmiguelsebastiani,58206077111,Marcadores cortador pascoa coelhos,3,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V3-U
luizmiguelsebastiani,58206982447,Grade Fan Cover 120mm modelos de flores,Cerejeira,PEC-FANCOVER120,PEC-FANCOVER120-PLA-CER-U
luizmiguelsebastiani,58206982447,Grade Fan Cover 120mm modelos de flores,Hibiscos,PEC-FANCOVER120,PEC-FANCOVER120-PLA-HIB-U
luizmiguelsebastiani,58206982447,Grade Fan Cover 120mm modelos de flores,Orquidea,PEC-FANCOVER120,PEC-FANCOVER120-PLA-ORQ-U
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"5,4 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M05-04
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"5,1 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M05-01
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"10,3 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M10-03
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"10,5 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M10-05
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"3,1 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M03-01
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"12,5 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M12-05
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"3,2 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M03-02
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"8,4 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M08-04
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"8,1 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M08-01
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"12,1 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M12-01
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"5,3 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M05-03
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"3,3 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M03-03
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"10,1 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M10-01
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"12,4 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M12-04
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"8,2 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M08-02
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"10,4 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M10-04
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"3,4 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M03-04
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"12,3 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M12-03
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"3,5 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M03-05
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"10,2 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M10-02
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"5,2 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M05-02
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"12,2 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M12-02
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"8,3 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M08-03
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"8,5 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M08-05
luizmiguelsebastiani,58211007963,Ponta aplicadora de silicone calafetar,"5,5 UN",FER-PONTASILIC,FER-PONTASILIC-PLA-M05-05
luizmiguelsebastiani,58206558686,Estante playmobil DC Kinder,Azul,ORG-ESTKINDER,ORG-ESTKINDER-PLA-AZL-U
luizmiguelsebastiani,58206558686,Estante playmobil DC Kinder,Cinza Claro,ORG-ESTKINDER,ORG-ESTKINDER-PLA-CNC-U
luizmiguelsebastiani,58206558686,Estante playmobil DC Kinder,Rosa,ORG-ESTKINDER,ORG-ESTKINDER-PLA-RSA-U
luizmiguelsebastiani,58206558686,Estante playmobil DC Kinder,Marrom,ORG-ESTKINDER,ORG-ESTKINDER-PLA-MRR-U
luizmiguelsebastiani,58206558686,Estante playmobil DC Kinder,Preta,ORG-ESTKINDER,ORG-ESTKINDER-PLA-PRT-U
luizmiguelsebastiani,58206558686,Estante playmobil DC Kinder,Branca,ORG-ESTKINDER,ORG-ESTKINDER-PLA-BRC-U
luizmiguelsebastiani,58206558686,Estante playmobil DC Kinder,Azul Claro,ORG-ESTKINDER,ORG-ESTKINDER-PLA-AZC-U
luizmiguelsebastiani,58206618934,Organizador de Cabo Starlink Mini,Branco,ORG-STARLINK,ORG-STARLINK-PLA-BRC-U
luizmiguelsebastiani,58206618934,Organizador de Cabo Starlink Mini,Preto,ORG-STARLINK,ORG-STARLINK-PLA-PRT-U
luizmiguelsebastiani,58206618934,Organizador de Cabo Starlink Mini,Cinza,ORG-STARLINK,ORG-STARLINK-PLA-CNZ-U
luizmiguelsebastiani,58206633783,Suporte Organizador de Controles Remotos 3 Lugares,-,ORG-CONTROLES,ORG-CONTROLES-PLA-STD-U
luizmiguelsebastiani,58214235096,Organizador de Colares Porta Joias Parede,Vermelho,ORG-PORTAJOIAS,ORG-PORTAJOIAS-PLA-VRM-U
luizmiguelsebastiani,58214235096,Organizador de Colares Porta Joias Parede,Branco,ORG-PORTAJOIAS,ORG-PORTAJOIAS-PLA-BRC-U
luizmiguelsebastiani,58214235096,Organizador de Colares Porta Joias Parede,Preto,ORG-PORTAJOIAS,ORG-PORTAJOIAS-PLA-PRT-U
luizmiguelsebastiani,58214235096,Organizador de Colares Porta Joias Parede,Rosa,ORG-PORTAJOIAS,ORG-PORTAJOIAS-PLA-RSA-U
luizmiguelsebastiani,58214235096,Organizador de Colares Porta Joias Parede,Bege,ORG-PORTAJOIAS,ORG-PORTAJOIAS-PLA-BEG-U
luizmiguelsebastiani,58211096183,Suporte Para Copo Caneca Lata Pata Gato,Branco e Rosa,SUP-COPOGATO,SUP-COPOGATO-PLA-BRC-RSA
luizmiguelsebastiani,58211096183,Suporte Para Copo Caneca Lata Pata Gato,Preto e Cinza,SUP-COPOGATO,SUP-COPOGATO-PLA-PRT-CNZ
luizmiguelsebastiani,58211096183,Suporte Para Copo Caneca Lata Pata Gato,Branco e Preto,SUP-COPOGATO,SUP-COPOGATO-PLA-BRC-PRT
luizmiguelsebastiani,58211096183,Suporte Para Copo Caneca Lata Pata Gato,Cinza e Preto,SUP-COPOGATO,SUP-COPOGATO-PLA-CNZ-PRT
luizmiguelsebastiani,58211096183,Suporte Para Copo Caneca Lata Pata Gato,Laranja e Branco,SUP-COPOGATO,SUP-COPOGATO-PLA-LRJ-BRC
luizmiguelsebastiani,58256064850,Boneco figure Looney Tunes Versao Mini,Kit com os 3 personagens,BON-LOONEY,BON-LOONEY-PLA-KIT-P
luizmiguelsebastiani,58256064850,Boneco figure Looney Tunes Versao Mini,Pernalonga,BON-LOONEY,BON-LOONEY-PLA-PER-P
luizmiguelsebastiani,58256064850,Boneco figure Looney Tunes Versao Mini,Patolino,BON-LOONEY,BON-LOONEY-PLA-PAT-P
luizmiguelsebastiani,58256064850,Boneco figure Looney Tunes Versao Mini,Frajola,BON-LOONEY,BON-LOONEY-PLA-FRA-P
luizmiguelsebastiani,58256064837,Boneco figure action Coyote,Coyote 1,BON-COYOTE,BON-COYOTE-PLA-V1-U
luizmiguelsebastiani,58256064837,Boneco figure action Coyote,Coyote 2,BON-COYOTE,BON-COYOTE-PLA-V2-U
luizmiguelsebastiani,58256064837,Boneco figure action Coyote,Coyote 3,BON-COYOTE,BON-COYOTE-PLA-V3-U
luizmiguelsebastiani,58256064837,Boneco figure action Coyote,Coyote 4,BON-COYOTE,BON-COYOTE-PLA-V4-U
luizmiguelsebastiani,58256064795,Eliminador Corta Neve Bajaj Dominar NS 400,-,AUT-BAJAJNS400,AUT-BAJAJNS400-PLA-STD-U
luizmiguelsebastiani,58256064863,Escultura Nossa Senhora,14 (CM),DEC-NSENHORA,DEC-NSENHORA-PLA-STD-14
luizmiguelsebastiani,58256064863,Escultura Nossa Senhora,16 (CM),DEC-NSENHORA,DEC-NSENHORA-PLA-STD-16
luizmiguelsebastiani,58256064863,Escultura Nossa Senhora,8 (CM),DEC-NSENHORA,DEC-NSENHORA-PLA-STD-08
luizmiguelsebastiani,58256064863,Escultura Nossa Senhora,10 (CM),DEC-NSENHORA,DEC-NSENHORA-PLA-STD-10
luizmiguelsebastiani,58256064920,Anjo com Vela Eletronica Natal,-,DEC-ANJOVELA,DEC-ANJOVELA-PLA-STD-U
luizmiguelsebastiani,58256064879,Boneco figure Looney Tunes,Pernalonga,BON-LOONEY,BON-LOONEY-PLA-PER-G
luizmiguelsebastiani,58256064879,Boneco figure Looney Tunes,Patolino,BON-LOONEY,BON-LOONEY-PLA-PAT-G
luizmiguelsebastiani,58256064879,Boneco figure Looney Tunes,Frajola,BON-LOONEY,BON-LOONEY-PLA-FRA-G
luizmiguelsebastiani,58256064879,Boneco figure Looney Tunes,Kit com os 3 personagens,BON-LOONEY,BON-LOONEY-PLA-KIT-G
luizmiguelsebastiani,58256064885,Nicho Expositor miniaturas 1/64 10 Posicoes,Cinza Claro,ORG-NICHO164,ORG-NICHO164-PLA-CNC-U
luizmiguelsebastiani,58256064885,Nicho Expositor miniaturas 1/64 10 Posicoes,Preto,ORG-NICHO164,ORG-NICHO164-PLA-PRT-U
luizmiguelsebastiani,58256064885,Nicho Expositor miniaturas 1/64 10 Posicoes,Cinza Escuro,ORG-NICHO164,ORG-NICHO164-PLA-CNE-U
luizmiguelsebastiani,58256064964,Marcadores cortador pascoa playdoh,2,COR-PASCPLAY,COR-PASCPLAY-PLA-V2-U
luizmiguelsebastiani,58256064964,Marcadores cortador pascoa playdoh,3,COR-PASCPLAY,COR-PASCPLAY-PLA-V3-U
luizmiguelsebastiani,58256064964,Marcadores cortador pascoa playdoh,1,COR-PASCPLAY,COR-PASCPLAY-PLA-V1-U
luizmiguelsebastiani,58256064912,Kit Cortadores Tema Natal 7 Desenhos,-,COR-NATAL7,COR-NATAL7-PLA-STD-U
